YEAR,MO,DY,HR,TEMPERATURE
2020,11,28,7,-3.2
2020,11,28,8,-1.61
2020,11,28,9,0.08
2020,11,28,10,1.51
2020,11,28,11,2.35
2020,11,28,12,2.65
2020,11,28,13,2.64
2020,11,28,14,2.35
2020,11,28,15,1.49
2020,11,28,16,-0.59
2020,11,28,17,-1.32
2020,11,28,18,-1.74
2020,11,28,19,-1.49
2020,11,28,20,-1.06
2020,11,28,21,-0.98
2020,11,28,22,-1.06
2020,11,28,23,-1.17
2020,11,29,0,-1.33
2020,11,29,1,-1.38
2020,11,29,2,-1.38
2020,11,29,3,-1.48
2020,11,29,4,-1.7
2020,11,29,5,-1.84
2020,11,29,6,-2.03
2020,11,29,7,-2.23
2020,11,29,8,-1.58
2020,11,29,9,-0.5
2020,11,29,10,2.19
2020,11,29,11,3.3
2020,11,29,12,3.58
2020,11,29,13,3.68
2020,11,29,14,3.37
2020,11,29,15,1.61
2020,11,29,16,-1.27
2020,11,29,17,-2.55
2020,11,29,18,-2.98
2020,11,29,19,-3.2
2020,11,29,20,-3.34
2020,11,29,21,-3.35
2020,11,29,22,-3.17
2020,11,29,23,-2.83
2020,11,30,0,-2.34
2020,11,30,1,-2.02
2020,11,30,2,-2.03
2020,11,30,3,-2.24
2020,11,30,4,-2.36
2020,11,30,5,-2.41
2020,11,30,6,-2.54
2020,11,30,7,-2.62
2020,11,30,8,-1.76
2020,11,30,9,-0.57
2020,11,30,10,1.18
2020,11,30,11,2.4
2020,11,30,12,2.59
2020,11,30,13,2.55
2020,11,30,14,2.13
2020,11,30,15,0.94
2020,11,30,16,-1.17
2020,11,30,17,-1.84
2020,11,30,18,-2.21
2020,11,30,19,-2.56
2020,11,30,20,-2.73
2020,11,30,21,-2.91
2020,11,30,22,-3.08
2020,11,30,23,-3.17
2020,12,1,0,-3.43
2020,12,1,1,-3.89
2020,12,1,2,-3.94
2020,12,1,3,-4.02
2020,12,1,4,-4.1
2020,12,1,5,-4.21
2020,12,1,6,-4.24
2020,12,1,7,-4.25
2020,12,1,8,-3.35
2020,12,1,9,-1.32
2020,12,1,10,0.42
2020,12,1,11,1.01
2020,12,1,12,1.32
2020,12,1,13,1.38
2020,12,1,14,1.12
2020,12,1,15,0.4
2020,12,1,16,-1.44
2020,12,1,17,-1.86
2020,12,1,18,-1.93
2020,12,1,19,-2.1
2020,12,1,20,-2.3
2020,12,1,21,-2.38
2020,12,1,22,-2.53
2020,12,1,23,-2.6
2020,12,2,0,-2.65
2020,12,2,1,-2.72
2020,12,2,2,-2.81
2020,12,2,3,-2.87
2020,12,2,4,-2.81
2020,12,2,5,-2.8
2020,12,2,6,-2.81
2020,12,2,7,-2.82
2020,12,2,8,-2.5
2020,12,2,9,-1.41
2020,12,2,10,-0.19
2020,12,2,11,0.7
2020,12,2,12,1.17
2020,12,2,13,1.61
2020,12,2,14,1.61
2020,12,2,15,0.72
2020,12,2,16,-0.93
2020,12,2,17,-1.66
2020,12,2,18,-2.1
2020,12,2,19,-2.27
2020,12,2,20,-2.31
2020,12,2,21,-2.42
2020,12,2,22,-2.47
2020,12,2,23,-2.33
2020,12,3,0,-2.32
2020,12,3,1,-2.29
2020,12,3,2,-2.2
2020,12,3,3,-2.34
2020,12,3,4,-2.79
2020,12,3,5,-2.95
2020,12,3,6,-3.1
2020,12,3,7,-3.23
2020,12,3,8,-2.68
2020,12,3,9,-1.79
2020,12,3,10,-0.94
2020,12,3,11,0.19
2020,12,3,12,1.6
2020,12,3,13,2.48
2020,12,3,14,2.48
2020,12,3,15,1.63
2020,12,3,16,0.24
2020,12,3,17,-0.11
2020,12,3,18,-0.29
2020,12,3,19,-0.42
2020,12,3,20,-0.5
2020,12,3,21,-0.47
2020,12,3,22,-0.31
2020,12,3,23,-0.05
2020,12,4,0,0.13
2020,12,4,1,0.13
2020,12,4,2,0.07
2020,12,4,3,-0.06
2020,12,4,4,-0.1
2020,12,4,5,0.01
2020,12,4,6,-0.06
2020,12,4,7,-0.18
2020,12,4,8,0.08
2020,12,4,9,1.55
2020,12,4,10,3.05
2020,12,4,11,4.2
2020,12,4,12,4.79
2020,12,4,13,5.01
2020,12,4,14,5.1
2020,12,4,15,5.02
2020,12,4,16,4.81
2020,12,4,17,4.93
2020,12,4,18,5.05
2020,12,4,19,4.87
2020,12,4,20,4.62
2020,12,4,21,4.31
2020,12,4,22,3.97
2020,12,4,23,3.76
2020,12,5,0,3.49
2020,12,5,1,3.08
2020,12,5,2,2.74
2020,12,5,3,2.58
2020,12,5,4,2.62
2020,12,5,5,2.66
2020,12,5,6,2.62
2020,12,5,7,2.56
2020,12,5,8,2.56
2020,12,5,9,2.96
2020,12,5,10,3.51
2020,12,5,11,3.97
2020,12,5,12,4.15
2020,12,5,13,4.03
2020,12,5,14,3.7
2020,12,5,15,3.09
2020,12,5,16,2.33
2020,12,5,17,1.77
2020,12,5,18,1.17
2020,12,5,19,0.67
2020,12,5,20,0.29
2020,12,5,21,-0.01
2020,12,5,22,-0.31
2020,12,5,23,-0.52
2020,12,6,0,-0.68
2020,12,6,1,-0.73
2020,12,6,2,-0.81
2020,12,6,3,-0.98
2020,12,6,4,-1.07
2020,12,6,5,-1.09
2020,12,6,6,-1.13
2020,12,6,7,-1.39
2020,12,6,8,-1.48
2020,12,6,9,-0.92
2020,12,6,10,0.19
2020,12,6,11,1.12
2020,12,6,12,1.62
2020,12,6,13,1.73
2020,12,6,14,1.48
2020,12,6,15,0.85
2020,12,6,16,-0.16
2020,12,6,17,-0.88
2020,12,6,18,-1.47
2020,12,6,19,-2.06
2020,12,6,20,-2.68
2020,12,6,21,-3.31
2020,12,6,22,-3.92
2020,12,6,23,-4.31
2020,12,7,0,-4.64
2020,12,7,1,-4.98
2020,12,7,2,-5.15
2020,12,7,3,-5.24
2020,12,7,4,-5.22
2020,12,7,5,-5.2
2020,12,7,6,-5.13
2020,12,7,7,-4.94
2020,12,7,8,-4.57
2020,12,7,9,-3.8
2020,12,7,10,-3.01
2020,12,7,11,-2.48
2020,12,7,12,-2.25
2020,12,7,13,-2.22
2020,12,7,14,-2.45
2020,12,7,15,-3.02
2020,12,7,16,-3.75
2020,12,7,17,-4.08
2020,12,7,18,-4.17
2020,12,7,19,-4.15
2020,12,7,20,-4.1
2020,12,7,21,-3.92
2020,12,7,22,-3.77
2020,12,7,23,-3.74
2020,12,8,0,-3.61
2020,12,8,1,-3.59
2020,12,8,2,-3.59
2020,12,8,3,-3.61
2020,12,8,4,-3.66
2020,12,8,5,-3.77
2020,12,8,6,-3.91
2020,12,8,7,-4.03
2020,12,8,8,-3.97
2020,12,8,9,-3.46
2020,12,8,10,-2.85
2020,12,8,11,-2.21
2020,12,8,12,-1.68
2020,12,8,13,-1.42
2020,12,8,14,-1.48
2020,12,8,15,-1.7
2020,12,8,16,-2.03
2020,12,8,17,-2.23
2020,12,8,18,-2.37
2020,12,8,19,-2.51
2020,12,8,20,-2.68
2020,12,8,21,-2.82
2020,12,8,22,-2.87
2020,12,8,23,-2.7
2020,12,9,0,-2.52
2020,12,9,1,-2.46
2020,12,9,2,-2.47
2020,12,9,3,-2.53
2020,12,9,4,-2.67
2020,12,9,5,-2.81
2020,12,9,6,-2.98
2020,12,9,7,-3.16
2020,12,9,8,-3.06
2020,12,9,9,-2.42
2020,12,9,10,-1.58
2020,12,9,11,-0.89
2020,12,9,12,-0.45
2020,12,9,13,-0.26
2020,12,9,14,-0.3
2020,12,9,15,-0.7
2020,12,9,16,-1.26
2020,12,9,17,-1.41
2020,12,9,18,-1.41
2020,12,9,19,-1.42
2020,12,9,20,-1.45
2020,12,9,21,-1.45
2020,12,9,22,-1.48
2020,12,9,23,-1.5
2020,12,10,0,-1.5
2020,12,10,1,-1.53
2020,12,10,2,-1.52
2020,12,10,3,-1.56
2020,12,10,4,-1.59
2020,12,10,5,-1.63
2020,12,10,6,-1.53
2020,12,10,7,-1.12
2020,12,10,8,-0.42
2020,12,10,9,0.38
2020,12,10,10,1.07
2020,12,10,11,1.43
2020,12,10,12,1.66
2020,12,10,13,1.63
2020,12,10,14,1.74
2020,12,10,15,1.85
2020,12,10,16,1.77
2020,12,10,17,2.11
2020,12,10,18,2.76
2020,12,10,19,2.94
2020,12,10,20,3.01
2020,12,10,21,2.98
2020,12,10,22,3.12
2020,12,10,23,3.87
2020,12,11,0,4.06
2020,12,11,1,4.12
2020,12,11,2,3.95
2020,12,11,3,3.44
2020,12,11,4,3.33
2020,12,11,5,2.87
2020,12,11,6,2.38
2020,12,11,7,2.0
2020,12,11,8,1.66
2020,12,11,9,1.48
2020,12,11,10,1.43
2020,12,11,11,1.37
2020,12,11,12,1.25
2020,12,11,13,1.12
2020,12,11,14,0.87
2020,12,11,15,0.52
2020,12,11,16,0.3
2020,12,11,17,0.18
2020,12,11,18,0.03
2020,12,11,19,-0.15
2020,12,11,20,-0.24
2020,12,11,21,-0.27
2020,12,11,22,-0.36
2020,12,11,23,-0.39
2020,12,12,0,-0.37
2020,12,12,1,-0.48
2020,12,12,2,-0.7
2020,12,12,3,-0.82
2020,12,12,4,-0.84
2020,12,12,5,-0.85
2020,12,12,6,-0.76
2020,12,12,7,-0.55
2020,12,12,8,-0.42
2020,12,12,9,-0.18
2020,12,12,10,0.11
2020,12,12,11,0.27
2020,12,12,12,0.31
2020,12,12,13,0.32
2020,12,12,14,0.28
2020,12,12,15,0.15
2020,12,12,16,-0.04
2020,12,12,17,-0.09
2020,12,12,18,-0.1
2020,12,12,19,-0.13
2020,12,12,20,-0.13
2020,12,12,21,-0.13
2020,12,12,22,-0.02
2020,12,12,23,0.15
2020,12,13,0,0.23
2020,12,13,1,0.29
2020,12,13,2,0.32
2020,12,13,3,0.32
2020,12,13,4,0.24
2020,12,13,5,0.25
2020,12,13,6,0.36
2020,12,13,7,0.41
2020,12,13,8,0.47
2020,12,13,9,0.66
2020,12,13,10,0.83
2020,12,13,11,1.0
2020,12,13,12,1.07
2020,12,13,13,0.97
2020,12,13,14,0.84
2020,12,13,15,0.62
2020,12,13,16,0.39
2020,12,13,17,0.39
2020,12,13,18,0.39
2020,12,13,19,0.4
2020,12,13,20,0.37
2020,12,13,21,0.32
2020,12,13,22,0.33
2020,12,13,23,0.32
2020,12,14,0,0.29
2020,12,14,1,0.15
2020,12,14,2,-0.02
2020,12,14,3,-0.19
2020,12,14,4,-0.33
2020,12,14,5,-0.46
2020,12,14,6,-0.52
2020,12,14,7,-0.57
2020,12,14,8,-0.49
2020,12,14,9,-0.12
2020,12,14,10,0.3
2020,12,14,11,0.58
2020,12,14,12,0.77
2020,12,14,13,0.92
2020,12,14,14,1.01
2020,12,14,15,0.95
2020,12,14,16,0.73
2020,12,14,17,0.63
2020,12,14,18,0.51
2020,12,14,19,0.37
2020,12,14,20,0.12
2020,12,14,21,-0.23
2020,12,14,22,-0.63
2020,12,14,23,-0.99
2020,12,15,0,-1.31
2020,12,15,1,-1.6
2020,12,15,2,-1.83
2020,12,15,3,-1.99
2020,12,15,4,-2.17
2020,12,15,5,-2.44
2020,12,15,6,-2.76
2020,12,15,7,-3.02
2020,12,15,8,-2.59
2020,12,15,9,-0.71
2020,12,15,10,0.83
2020,12,15,11,1.69
2020,12,15,12,2.3
2020,12,15,13,2.64
2020,12,15,14,2.62
2020,12,15,15,1.36
2020,12,15,16,-0.65
2020,12,15,17,-1.6
2020,12,15,18,-1.93
2020,12,15,19,-2.1
2020,12,15,20,-1.88
2020,12,15,21,-1.75
2020,12,15,22,-2.06
2020,12,15,23,-2.42
2020,12,16,0,-2.63
2020,12,16,1,-2.52
2020,12,16,2,-2.36
2020,12,16,3,-2.63
2020,12,16,4,-3.17
2020,12,16,5,-3.83
2020,12,16,6,-4.34
2020,12,16,7,-4.58
2020,12,16,8,-4.03
2020,12,16,9,-1.97
2020,12,16,10,0.05
2020,12,16,11,1.76
2020,12,16,12,2.46
2020,12,16,13,2.73
2020,12,16,14,2.65
2020,12,16,15,1.73
2020,12,16,16,0.07
2020,12,16,17,-0.41
2020,12,16,18,-0.67
2020,12,16,19,-1.07
2020,12,16,20,-1.52
2020,12,16,21,-1.45
2020,12,16,22,-1.27
2020,12,16,23,-1.37
2020,12,17,0,-1.42
2020,12,17,1,-1.38
2020,12,17,2,-1.31
2020,12,17,3,-1.31
2020,12,17,4,-1.4
2020,12,17,5,-1.54
2020,12,17,6,-1.73
2020,12,17,7,-1.85
2020,12,17,8,-1.74
2020,12,17,9,-1.17
2020,12,17,10,-0.52
2020,12,17,11,0.06
2020,12,17,12,0.48
2020,12,17,13,0.78
2020,12,17,14,0.84
2020,12,17,15,0.55
2020,12,17,16,-0.45
2020,12,17,17,-0.7
2020,12,17,18,-0.76
2020,12,17,19,-0.7
2020,12,17,20,-0.78
2020,12,17,21,-0.92
2020,12,17,22,-1.06
2020,12,17,23,-0.95
2020,12,18,0,-0.8
2020,12,18,1,-1.0
2020,12,18,2,-1.25
2020,12,18,3,-1.5
2020,12,18,4,-1.63
2020,12,18,5,-1.85
2020,12,18,6,-1.99
2020,12,18,7,-2.01
2020,12,18,8,-1.61
2020,12,18,9,0.07
2020,12,18,10,1.37
2020,12,18,11,2.83
2020,12,18,12,4.23
2020,12,18,13,4.43
2020,12,18,14,4.2
2020,12,18,15,3.16
2020,12,18,16,1.98
2020,12,18,17,1.58
2020,12,18,18,0.96
2020,12,18,19,0.01
2020,12,18,20,-1.13
2020,12,18,21,-1.99
2020,12,18,22,-2.53
2020,12,18,23,-2.47
2020,12,19,0,-1.89
2020,12,19,1,-1.28
2020,12,19,2,-1.05
2020,12,19,3,-0.88
2020,12,19,4,-0.73
2020,12,19,5,-0.68
2020,12,19,6,-0.83
2020,12,19,7,-1.02
2020,12,19,8,-0.55
2020,12,19,9,1.33
2020,12,19,10,2.18
2020,12,19,11,3.01
2020,12,19,12,3.44
2020,12,19,13,3.43
2020,12,19,14,3.11
2020,12,19,15,2.13
2020,12,19,16,1.12
2020,12,19,17,0.86
2020,12,19,18,0.63
2020,12,19,19,0.4
2020,12,19,20,0.3
2020,12,19,21,0.17
2020,12,19,22,0.11
2020,12,19,23,0.02
2020,12,20,0,-0.06
2020,12,20,1,-0.29
2020,12,20,2,-0.56
2020,12,20,3,-0.85
2020,12,20,4,-1.13
2020,12,20,5,-1.46
2020,12,20,6,-1.75
2020,12,20,7,-1.92
2020,12,20,8,-1.67
2020,12,20,9,-0.78
2020,12,20,10,0.91
2020,12,20,11,2.04
2020,12,20,12,2.68
2020,12,20,13,2.95
2020,12,20,14,2.87
2020,12,20,15,1.72
2020,12,20,16,0.2
2020,12,20,17,-0.21
2020,12,20,18,-0.52
2020,12,20,19,-0.87
2020,12,20,20,-1.2
2020,12,20,21,-1.45
2020,12,20,22,-1.66
2020,12,20,23,-1.95
2020,12,21,0,-1.88
2020,12,21,1,-1.92
2020,12,21,2,-2.07
2020,12,21,3,-2.31
2020,12,21,4,-2.56
2020,12,21,5,-2.86
2020,12,21,6,-3.11
2020,12,21,7,-3.27
2020,12,21,8,-2.92
2020,12,21,9,-1.32
2020,12,21,10,0.65
2020,12,21,11,2.22
2020,12,21,12,2.9
2020,12,21,13,2.93
2020,12,21,14,2.54
2020,12,21,15,1.16
2020,12,21,16,-0.99
2020,12,21,17,-1.57
2020,12,21,18,-1.86
2020,12,21,19,-2.16
2020,12,21,20,-2.39
2020,12,21,21,-2.37
2020,12,21,22,-2.42
2020,12,21,23,-2.56
2020,12,22,0,-2.62
2020,12,22,1,-2.4
2020,12,22,2,-2.34
2020,12,22,3,-2.35
2020,12,22,4,-2.44
2020,12,22,5,-2.67
2020,12,22,6,-2.88
2020,12,22,7,-3.02
2020,12,22,8,-2.84
2020,12,22,9,-1.75
2020,12,22,10,-0.74
2020,12,22,11,0.1
2020,12,22,12,0.74
2020,12,22,13,1.12
2020,12,22,14,1.15
2020,12,22,15,0.48
2020,12,22,16,-0.92
2020,12,22,17,-1.49
2020,12,22,18,-2.1
2020,12,22,19,-2.35
2020,12,22,20,-2.39
2020,12,22,21,-2.38
2020,12,22,22,-2.14
2020,12,22,23,-1.95
2020,12,23,0,-1.81
2020,12,23,1,-1.75
2020,12,23,2,-1.7
2020,12,23,3,-1.63
2020,12,23,4,-1.59
2020,12,23,5,-1.69
2020,12,23,6,-1.77
2020,12,23,7,-1.77
2020,12,23,8,-1.39
2020,12,23,9,0.05
2020,12,23,10,1.71
2020,12,23,11,3.11
2020,12,23,12,3.93
2020,12,23,13,3.83
2020,12,23,14,2.9
2020,12,23,15,2.51
2020,12,23,16,2.03
2020,12,23,17,1.37
2020,12,23,18,0.46
2020,12,23,19,0.32
2020,12,23,20,0.91
2020,12,23,21,1.23
2020,12,23,22,1.24
2020,12,23,23,1.12
2020,12,24,0,0.81
2020,12,24,1,0.61
2020,12,24,2,0.85
2020,12,24,3,1.26
2020,12,24,4,1.17
2020,12,24,5,0.49
2020,12,24,6,0.38
2020,12,24,7,0.45
2020,12,24,8,0.54
2020,12,24,9,1.66
2020,12,24,10,2.88
2020,12,24,11,3.71
2020,12,24,12,4.12
2020,12,24,13,4.33
2020,12,24,14,4.44
2020,12,24,15,3.5
2020,12,24,16,1.61
2020,12,24,17,1.79
2020,12,24,18,2.28
2020,12,24,19,2.59
2020,12,24,20,2.75
2020,12,24,21,2.9
2020,12,24,22,2.94
2020,12,24,23,3.12
2020,12,25,0,3.03
2020,12,25,1,2.26
2020,12,25,2,1.63
2020,12,25,3,1.29
2020,12,25,4,1.32
2020,12,25,5,2.02
2020,12,25,6,2.58
2020,12,25,7,2.94
2020,12,25,8,3.1
2020,12,25,9,3.5
2020,12,25,10,4.21
2020,12,25,11,5.04
2020,12,25,12,5.69
2020,12,25,13,6.0
2020,12,25,14,5.8
2020,12,25,15,3.99
2020,12,25,16,2.21
2020,12,25,17,1.81
2020,12,25,18,1.49
2020,12,25,19,1.33
2020,12,25,20,1.07
2020,12,25,21,0.7
2020,12,25,22,0.42
2020,12,25,23,0.3
2020,12,26,0,0.19
2020,12,26,1,0.05
2020,12,26,2,-0.07
2020,12,26,3,-0.16
2020,12,26,4,-0.29
2020,12,26,5,-0.59
2020,12,26,6,-1.19
2020,12,26,7,-2.82
2020,12,26,8,-2.21
2020,12,26,9,0.06
2020,12,26,10,1.52
2020,12,26,11,2.6
2020,12,26,12,2.7
2020,12,26,13,2.38
2020,12,26,14,1.56
2020,12,26,15,0.3
2020,12,26,16,-0.9
2020,12,26,17,-0.99
2020,12,26,18,-0.81
2020,12,26,19,-0.75
2020,12,26,20,-0.95
2020,12,26,21,-1.18
2020,12,26,22,-2.01
2020,12,26,23,-2.47
2020,12,27,0,-2.73
2020,12,27,1,-3.2
2020,12,27,2,-3.52
2020,12,27,3,-3.84
2020,12,27,4,-3.99
2020,12,27,5,-4.18
2020,12,27,6,-4.39
2020,12,27,7,-4.65
2020,12,27,8,-4.63
2020,12,27,9,-3.45
2020,12,27,10,-1.38
2020,12,27,11,0.64
2020,12,27,12,1.85
2020,12,27,13,2.29
2020,12,27,14,2.19
2020,12,27,15,0.94
2020,12,27,16,-0.85
2020,12,27,17,-0.23
2020,12,27,18,-0.06
2020,12,27,19,-0.2
2020,12,27,20,-0.27
2020,12,27,21,-0.31
2020,12,27,22,-0.31
2020,12,27,23,0.05
2020,12,28,0,0.7
2020,12,28,1,0.9
2020,12,28,2,1.11
2020,12,28,3,1.56
2020,12,28,4,2.4
2020,12,28,5,3.52
2020,12,28,6,4.35
2020,12,28,7,4.66
2020,12,28,8,4.69
2020,12,28,9,5.05
2020,12,28,10,5.47
2020,12,28,11,5.84
2020,12,28,12,6.37
2020,12,28,13,6.99
2020,12,28,14,7.44
2020,12,28,15,7.33
2020,12,28,16,7.21
2020,12,28,17,7.3
2020,12,28,18,7.39
2020,12,28,19,7.29
2020,12,28,20,7.33
2020,12,28,21,7.4
2020,12,28,22,7.33
2020,12,28,23,6.71
2020,12,29,0,6.09
2020,12,29,1,5.69
2020,12,29,2,5.42
2020,12,29,3,5.15
2020,12,29,4,4.87
2020,12,29,5,4.69
2020,12,29,6,4.58
2020,12,29,7,4.4
2020,12,29,8,4.15
2020,12,29,9,4.38
2020,12,29,10,5.44
2020,12,29,11,7.14
2020,12,29,12,8.87
2020,12,29,13,10.0
2020,12,29,14,10.2
2020,12,29,15,8.13
2020,12,29,16,4.83
2020,12,29,17,3.84
2020,12,29,18,3.3
2020,12,29,19,3.38
2020,12,29,20,3.04
2020,12,29,21,2.58
2020,12,29,22,2.51
2020,12,29,23,2.0
2020,12,30,0,1.47
2020,12,30,1,1.5
2020,12,30,2,1.78
2020,12,30,3,1.98
2020,12,30,4,1.8
2020,12,30,5,1.46
2020,12,30,6,1.3
2020,12,30,7,1.05
2020,12,30,8,1.4
2020,12,30,9,3.38
2020,12,30,10,4.72
2020,12,30,11,6.02
2020,12,30,12,7.67
2020,12,30,13,8.83
2020,12,30,14,8.55
2020,12,30,15,7.3
2020,12,30,16,5.46
2020,12,30,17,5.5
2020,12,30,18,5.62
2020,12,30,19,5.47
2020,12,30,20,5.29
2020,12,30,21,5.15
2020,12,30,22,4.9
2020,12,30,23,4.69
2020,12,31,0,4.54
2020,12,31,1,4.43
2020,12,31,2,4.37
2020,12,31,3,4.16
2020,12,31,4,3.76
2020,12,31,5,3.34
2020,12,31,6,2.79
2020,12,31,7,2.3
2020,12,31,8,2.36
2020,12,31,9,2.83
2020,12,31,10,3.35
2020,12,31,11,3.83
2020,12,31,12,4.28
2020,12,31,13,4.65
2020,12,31,14,4.71
2020,12,31,15,4.59
2020,12,31,16,4.52
2020,12,31,17,4.75
2020,12,31,18,5.06
2020,12,31,19,5.28
2020,12,31,20,5.6
2020,12,31,21,5.72
2020,12,31,22,5.35
2020,12,31,23,5.02
2021,1,1,0,4.62
2021,1,1,1,4.22
2021,1,1,2,3.73
2021,1,1,3,3.32
2021,1,1,4,3.12
2021,1,1,5,2.79
2021,1,1,6,2.41
2021,1,1,7,1.88
2021,1,1,8,2.2
2021,1,1,9,4.73
2021,1,1,10,6.68
2021,1,1,11,8.69
2021,1,1,12,9.59
2021,1,1,13,9.7
2021,1,1,14,9.21
2021,1,1,15,6.85
2021,1,1,16,4.19
2021,1,1,17,3.73
2021,1,1,18,3.3
2021,1,1,19,2.43
2021,1,1,20,1.57
2021,1,1,21,0.84
2021,1,1,22,0.26
2021,1,1,23,-0.39
2021,1,2,0,-0.99
2021,1,2,1,-1.43
2021,1,2,2,-1.66
2021,1,2,3,-1.77
2021,1,2,4,-1.88
2021,1,2,5,-2.1
2021,1,2,6,-2.46
2021,1,2,7,-2.84
2021,1,2,8,-2.1
2021,1,2,9,0.28
2021,1,2,10,1.93
2021,1,2,11,3.98
2021,1,2,12,5.48
2021,1,2,13,6.42
2021,1,2,14,6.5
2021,1,2,15,4.26
2021,1,2,16,1.09
2021,1,2,17,0.34
2021,1,2,18,-0.01
2021,1,2,19,-0.43
2021,1,2,20,-0.89
2021,1,2,21,-0.55
2021,1,2,22,-0.33
2021,1,2,23,-0.05
2021,1,3,0,0.24
2021,1,3,1,0.77
2021,1,3,2,1.48
2021,1,3,3,1.98
2021,1,3,4,2.59
2021,1,3,5,2.98
2021,1,3,6,3.18
2021,1,3,7,3.55
2021,1,3,8,3.81
2021,1,3,9,4.27
2021,1,3,10,4.91
2021,1,3,11,5.47
2021,1,3,12,5.96
2021,1,3,13,6.42
2021,1,3,14,6.7
2021,1,3,15,6.64
2021,1,3,16,6.48
2021,1,3,17,6.48
2021,1,3,18,6.38
2021,1,3,19,6.13
2021,1,3,20,5.95
2021,1,3,21,5.92
2021,1,3,22,6.08
2021,1,3,23,6.35
2021,1,4,0,6.44
2021,1,4,1,6.3
2021,1,4,2,6.06
2021,1,4,3,5.75
2021,1,4,4,5.54
2021,1,4,5,5.34
2021,1,4,6,5.3
2021,1,4,7,5.25
2021,1,4,8,5.39
2021,1,4,9,5.92
2021,1,4,10,6.64
2021,1,4,11,7.17
2021,1,4,12,7.49
2021,1,4,13,7.8
2021,1,4,14,7.81
2021,1,4,15,7.5
2021,1,4,16,7.0
2021,1,4,17,6.78
2021,1,4,18,6.74
2021,1,4,19,6.69
2021,1,4,20,6.44
2021,1,4,21,6.17
2021,1,4,22,5.81
2021,1,4,23,5.47
2021,1,5,0,5.09
2021,1,5,1,4.7
2021,1,5,2,4.26
2021,1,5,3,3.8
2021,1,5,4,3.33
2021,1,5,5,2.76
2021,1,5,6,2.0
2021,1,5,7,1.03
2021,1,5,8,0.9
2021,1,5,9,1.0
2021,1,5,10,1.21
2021,1,5,11,1.56
2021,1,5,12,1.65
2021,1,5,13,1.72
2021,1,5,14,1.83
2021,1,5,15,2.33
2021,1,5,16,2.95
2021,1,5,17,3.45
2021,1,5,18,3.44
2021,1,5,19,2.84
2021,1,5,20,2.37
2021,1,5,21,1.55
2021,1,5,22,0.09
2021,1,5,23,-0.43
2021,1,6,0,-0.44
2021,1,6,1,-0.7
2021,1,6,2,-1.03
2021,1,6,3,-1.34
2021,1,6,4,-1.6
2021,1,6,5,-1.93
2021,1,6,6,-2.27
2021,1,6,7,-2.49
2021,1,6,8,-1.39
2021,1,6,9,1.63
2021,1,6,10,3.15
2021,1,6,11,5.07
2021,1,6,12,6.77
2021,1,6,13,7.4
2021,1,6,14,7.21
2021,1,6,15,4.95
2021,1,6,16,1.74
2021,1,6,17,0.98
2021,1,6,18,1.04
2021,1,6,19,0.91
2021,1,6,20,1.07
2021,1,6,21,1.72
2021,1,6,22,1.8
2021,1,6,23,1.73
2021,1,7,0,1.76
2021,1,7,1,1.75
2021,1,7,2,1.75
2021,1,7,3,1.74
2021,1,7,4,1.66
2021,1,7,5,1.59
2021,1,7,6,1.56
2021,1,7,7,1.45
2021,1,7,8,1.59
2021,1,7,9,1.98
2021,1,7,10,2.82
2021,1,7,11,3.8
2021,1,7,12,4.36
2021,1,7,13,5.23
2021,1,7,14,5.7
2021,1,7,15,4.56
2021,1,7,16,1.44
2021,1,7,17,0.68
2021,1,7,18,0.39
2021,1,7,19,-0.29
2021,1,7,20,-1.11
2021,1,7,21,-1.75
2021,1,7,22,-2.13
2021,1,7,23,-2.08
2021,1,8,0,-1.65
2021,1,8,1,-1.35
2021,1,8,2,-1.29
2021,1,8,3,-1.29
2021,1,8,4,-1.02
2021,1,8,5,-0.85
2021,1,8,6,-0.28
2021,1,8,7,0.65
2021,1,8,8,1.45
2021,1,8,9,1.59
2021,1,8,10,2.41
2021,1,8,11,3.22
2021,1,8,12,3.75
2021,1,8,13,2.75
2021,1,8,14,1.73
2021,1,8,15,0.66
2021,1,8,16,-0.37
2021,1,8,17,-0.74
2021,1,8,18,-0.98
2021,1,8,19,-1.2
2021,1,8,20,-1.33
2021,1,8,21,-1.3
2021,1,8,22,-1.51
2021,1,8,23,-1.92
2021,1,9,0,-2.45
2021,1,9,1,-2.7
2021,1,9,2,-2.89
2021,1,9,3,-3.05
2021,1,9,4,-2.99
2021,1,9,5,-3.1
2021,1,9,6,-3.1
2021,1,9,7,-3.03
2021,1,9,8,-2.35
2021,1,9,9,-1.03
2021,1,9,10,1.16
2021,1,9,11,2.29
2021,1,9,12,2.63
2021,1,9,13,2.69
2021,1,9,14,2.37
2021,1,9,15,1.25
2021,1,9,16,-0.23
2021,1,9,17,-1.19
2021,1,9,18,-1.88
2021,1,9,19,-2.47
2021,1,9,20,-2.81
2021,1,9,21,-2.86
2021,1,9,22,-2.67
2021,1,9,23,-2.46
2021,1,10,0,-2.08
2021,1,10,1,-1.85
2021,1,10,2,-1.79
2021,1,10,3,-2.04
2021,1,10,4,-2.06
2021,1,10,5,-2.12
2021,1,10,6,-2.24
2021,1,10,7,-2.56
2021,1,10,8,-2.32
2021,1,10,9,-0.81
2021,1,10,10,1.01
2021,1,10,11,2.98
